 #(He-core: Althaus et al. 2013, CO-core: Camisassa et al. 2016, ONe-core: Camisassa et al. 2019)
  #Log(g) log(teff) mWD    tcool(gyr)  R(Rsun)   core   log(L)   TpreWD(gyr)  Mzams     Mbol      G3        Bp3      Rp3         u         g       r          i       z         g         r         i         z         y         U         B         V         R         I         J         H         K         FUV       NUV
  7.00   4.380   0.322     0.00060    0.029711   He    -0.579     0.00000   0.000    6.1881    8.6858    8.5599    8.9267    8.4122    8.4589    8.9067    9.2337    9.5666    8.5019    8.9097    9.2587    9.5217    9.7036    7.6092    8.5220    8.6977    8.8107    8.9527    9.2775    9.3725    9.4496    7.4078    7.8545
  7.00   4.360   0.312     0.00075    0.029217   He    -0.673     0.00000   0.000    6.4236    8.8053    8.6868    9.0361    8.5715    8.5849    9.0195    9.3429    9.6697    8.6256    9.0253    9.3679    9.6277    9.8048    7.7685    8.6536    8.8146    8.9253    9.0590    9.3810    9.4648    9.5410    7.6334    8.0501
  7.00   4.340   0.299     0.00088    0.028560   He    -0.773     0.00000   0.000    6.6731    8.9377    8.8247    9.1571    8.7465    8.7227    9.1475    9.4631    9.7876    8.7593    9.1515    9.4881    9.7446    9.9187    7.9405    8.7946    8.9439    9.0505    9.1781    9.4830    9.5673    9.6450    7.8764    8.2591
  7.00   4.320   0.288     0.00104    0.028033   He    -0.869     0.00000   0.000    6.9135    9.0606    8.9526    9.2673    8.9113    8.8477    9.2627    9.5749    9.8938    8.8851    9.2666    9.5999    9.8527   10.0218    8.1033    8.9255    9.0620    9.1646    9.2879    9.5696    9.6630    9.7363    8.1117    8.4608
  7.00   4.300   0.278     0.00122    0.027588   He    -0.963     0.00000   0.000    7.1482    9.1764    9.0745    9.3720    9.0733    8.9705    9.3728    9.6784    9.9938    9.0042    9.3778    9.7036    9.9534   10.1208    8.2617    9.0529    9.1756    9.2730    9.3914    9.6551    9.7476    9.8170    8.3440    8.6587
  7.00   4.280   0.271     0.00092    0.027230   He    -1.055     0.00000   0.000    7.3765    9.2828    9.1887    9.4666    9.2240    9.0850    9.4724    9.7721   10.0839    9.1154    9.4774    9.7966   10.0436   10.2092    8.4116    9.1749    9.2766    9.3722    9.4836    9.7372    9.8263    9.8937    8.5567    8.8421
  7.00   4.260   0.270     0.00118    0.027204   He    -1.136     0.00000   0.000    7.5808    9.3667    9.2782    9.5409    9.3596    9.1712    9.5527    9.8470   10.1533    9.2014    9.5557    9.8715   10.1135   10.2737    8.5435    9.2641    9.3589    9.4499    9.5555    9.8074    9.8818    9.9452    8.7733    9.0223
  7.00   4.240   0.269     0.00155    0.027171   He    -1.218     0.00000   0.000    7.7851    9.4501    9.3675    9.6111    9.4914    9.2610    9.6276    9.9156   10.2181    9.2870    9.6316    9.9416   10.1806   10.3376    8.6734    9.3589    9.4366    9.5241    9.6236    9.8690    9.9332    9.9936    8.9773    9.1899
  7.00   4.220   0.268     0.00210    0.027133   He    -1.300     0.00000   0.000    7.9894    9.5322    9.4567    9.6825    9.6272    9.3511    9.7051    9.9879   10.2865    9.3744    9.7081   10.0119   10.2479   10.4013    8.8081    9.4564    9.5161    9.6001    9.6936    9.9151    9.9866   10.0449    9.1864    9.3647
  7.00   4.200   0.267     0.00306    0.027091   He    -1.381     0.00000   0.000    8.1937    9.6125    9.5459    9.7442    9.7575    9.4405    9.7778   10.0544   10.3188    9.4603    9.7818   10.0784   10.2922   10.3982    8.9373    9.5525    9.5938    9.6712    9.7550    9.9514   10.0276   10.0780    9.4010    9.5359
  7.00   4.180   0.266     0.00532    0.027051   He    -1.463     0.00000   0.000    8.3976    9.6988    9.6361    9.8155    9.8983    9.5324    9.8574   10.1251   10.3841    9.5491    9.8605   10.1507   10.3590   10.4586    9.0746    9.6501    9.6750    9.7480    9.8251   10.0068   10.0784   10.1264    9.6261    9.7202
